-5.100000 -4.899917 -4.699654 -4.499189 -4.298500 -4.097562 -3.896350 -3.694838 -3.492999 -3.290807 -3.088236 -2.885262 -2.681865 -2.478024 -2.273727 -2.068966 -1.863740 -1.658056 -1.451929 -1.245386 -1.038462 -0.831201 -0.623660 -0.415899 -0.207988 -0.000000 0.207987 0.415898 0.623659 0.831201 1.038461 1.245385 1.451928 1.658055 1.863739 2.068965 2.273726 2.478023 2.681864 2.885262 3.088235 3.290806 3.492998 3.694837 3.896349 4.097561 4.298499 4.499188 4.699653 4.899916 
-5.104080 -4.904167 -4.704073 -4.503774 -4.303246 -4.102460 -3.901388 -3.700001 -3.498267 -3.296154 -3.093634 -2.890674 -2.687249 -2.483334 -2.278910 -2.073965 -1.868494 -1.662500 -1.456000 -1.249020 -1.041598 -0.833784 -0.625641 -0.417242 -0.208666 -0.000000 0.208665 0.417241 0.625641 0.833784 1.041597 1.249019 1.456000 1.662500 1.868493 2.073964 2.278909 2.483333 2.687248 2.890674 3.093633 3.296154 3.498266 3.700000 3.901388 4.102459 4.303245 4.503773 4.704072 4.904166 
-5.108319 -4.908597 -4.708696 -4.508589 -4.308248 -4.107644 -3.906743 -3.705511 -3.503913 -3.301912 -3.099470 -2.896552 -2.693124 -2.489154 -2.284616 -2.079492 -1.873771 -1.667454 -1.460554 -1.253098 -1.045127 -0.836698 -0.627881 -0.418762 -0.209434 -0.000000 0.209434 0.418761 0.627881 0.836697 1.045126 1.253097 1.460553 1.667453 1.873770 2.079491 2.284615 2.489153 2.693123 2.896552 3.099469 3.301911 3.503912 3.705510 3.906742 4.107643 4.308247 4.508588 4.708695 4.908597 
-5.112714 -4.913208 -4.713524 -4.513637 -4.313514 -4.113123 -3.912427 -3.711387 -3.509962 -3.308109 -3.105783 -2.902942 -2.699541 -2.495542 -2.290910 -2.085617 -1.879646 -1.672993 -1.465666 -1.257693 -1.049116 -0.840000 -0.630426 -0.420492 -0.210310 -0.000000 0.210309 0.420492 0.630426 0.840000 1.049116 1.257692 1.465666 1.672992 1.879646 2.085616 2.290909 2.495541 2.699540 2.902941 3.105783 3.308108 3.509961 3.711386 3.912426 4.113122 4.313513 4.513636 4.713523 4.913207 
-5.117261 -4.917994 -4.718557 -4.518919 -4.319048 -4.118907 -3.918455 -3.717648 -3.516439 -3.314778 -3.112613 -2.909891 -2.706558 -2.502565 -2.297865 -2.092422 -1.886207 -1.679208 -1.471429 -1.262893 -1.053648 -0.843764 -0.633334 -0.422472 -0.211313 -0.000000 0.211312 0.422472 0.633333 0.843763 1.053648 1.262893 1.471428 1.679208 1.886207 2.092421 2.297864 2.502564 2.706557 2.909890 3.112612 3.314778 3.516438 3.717647 3.918454 4.118906 4.319047 4.518919 4.718556 4.917994 
-5.121951 -4.922951 -4.723789 -4.524435 -4.324852 -4.125001 -3.924837 -3.724310 -3.523368 -3.321952 -3.120001 -2.917450 -2.714236 -2.510295 -2.305567 -2.100000 -1.893556 -1.686207 -1.477951 -1.268808 -1.058824 -0.848077 -0.636675 -0.424753 -0.212469 -0.000000 0.212469 0.424752 0.636675 0.848077 1.058823 1.268807 1.477951 1.686207 1.893555 2.100000 2.305566 2.510294 2.714235 2.917449 3.120000 3.321951 3.523367 3.724309 3.924836 4.125000 4.324851 4.524434 4.723788 4.922950 
-5.126775 -4.928069 -4.729214 -4.530178 -4.330924 -4.131407 -3.931580 -3.731388 -3.530770 -3.329660 -3.127987 -2.925674 -2.722642 -2.518812 -2.314108 -2.108460 -1.901810 -1.694118 -1.485366 -1.275567 -1.064767 -0.853051 -0.640541 -0.427398 -0.213812 -0.000000 0.213812 0.427397 0.640540 0.853050 1.064767 1.275566 1.485366 1.694117 1.901810 2.108460 2.314108 2.518812 2.722641 2.925673 3.127986 3.329660 3.530769 3.731387 3.931579 4.131406 4.330923 4.530177 4.729213 4.928068 
-5.131718 -4.933333 -4.734818 -4.536139 -4.337255 -4.138123 -3.938687 -3.738890 -3.538663 -3.337932 -3.136613 -2.934616 -2.731846 -2.528206 -2.323596 -2.117925 -1.911111 -1.703093 -1.493834 -1.283334 -1.071633 -0.858824 -0.645045 -0.430488 -0.215385 -0.000000 0.215384 0.430488 0.645045 0.858823 1.071633 1.283333 1.493833 1.703093 1.911111 2.117924 2.323595 2.528205 2.731846 2.934615 3.136612 3.337931 3.538662 3.738889 3.938686 4.138122 4.337255 4.536138 4.734818 4.933332 
-5.136762 -4.938728 -4.740587 -4.542303 -4.343836 -4.145139 -3.946155 -3.746820 -3.547060 -3.346790 -3.145915 -2.944330 -2.741922 -2.538569 -2.334147 -2.128535 -1.921622 -1.713315 -1.503551 -1.292308 -1.079618 -0.865574 -0.650336 -0.434130 -0.217242 -0.000000 0.217241 0.434129 0.650335 0.865573 1.079618 1.292307 1.503550 1.713314 1.921621 2.128535 2.334146 2.538568 2.741921 2.944330 3.145914 3.346789 3.547059 3.746819 3.946154 4.145138 4.343835 4.542302 4.740586 4.938727 
-5.141884 -4.944231 -4.746497 -4.548649 -4.350646 -4.152440 -3.953972 -3.755173 -3.555964 -3.356251 -3.155926 -2.954868 -2.752942 -2.550000 -2.345889 -2.140450 -1.933532 -1.725000 -1.514754 -1.302740 -1.088968 -0.873530 -0.656604 -0.438462 -0.219456 -0.000000 0.219455 0.438461 0.656603 0.873529 1.088968 1.302739 1.514754 1.725000 1.933531 2.140449 2.345888 2.550000 2.752941 2.954867 3.155925 3.356250 3.555963 3.755172 3.953971 4.152439 4.350646 4.548648 4.746496 4.944230 
