1.963439 0.013228
1.947362 0.019499
1.928624 0.027030
1.907343 0.035819
1.883634 0.045855
1.857612 0.057118
1.829389 0.069578
1.799076 0.083199
1.766778 0.097936
1.732601 0.113740
1.696643 0.130555
1.659000 0.148322
1.619765 0.166976
1.579025 0.186451
1.536864 0.206677
1.493363 0.227584
1.448597 0.249097
1.402640 0.271145
1.355560 0.293652
1.307423 0.316545
1.258292 0.339750
1.208227 0.363194
1.157286 0.386806
1.105522 0.410514
1.052990 0.434250
0.999739 0.457945
0.945818 0.481533
0.891274 0.504951
0.836154 0.528136
0.780501 0.551028
0.724359 0.573570
0.667769 0.595705
0.610774 0.617381
0.553414 0.638546
0.495729 0.659151
0.437758 0.679151
0.379541 0.698500
0.321116 0.717158
0.262521 0.735084
0.203794 0.752242
0.144974 0.768596
0.086098 0.784114
0.027203 0.798766
-0.031672 0.812523
-0.090491 0.825360
-0.149215 0.837253
-0.207809 0.848180
-0.266233 0.858122
-0.324452 0.867061
-0.382427 0.874983
-0.440121 0.881874
-0.497498 0.887722
-0.554520 0.892519
-0.611151 0.896257
-0.667352 0.898931
-0.723088 0.900537
-0.778321 0.901074
-0.833016 0.900541
-0.887135 0.898941
-0.940643 0.896277
-0.993504 0.892554
-1.045682 0.887780
-1.097142 0.881964
-1.147849 0.875115
-1.197768 0.867246
-1.246866 0.858369
-1.295108 0.848501
-1.342461 0.837657
-1.388892 0.825856
-1.434368 0.813116
-1.478859 0.799459
-1.522333 0.784906
-1.564759 0.769481
-1.606107 0.753209
-1.646348 0.736114
-1.685453 0.718225
-1.723394 0.699570
-1.760145 0.680177
-1.795678 0.660077
-1.829968 0.639301
-1.862990 0.617883
-1.894721 0.595855
-1.925136 0.573251
-1.954214 0.550107
-1.981933 0.526459
-2.008273 0.502343
-2.033214 0.477797
-2.056737 0.452860
-2.078825 0.427569
-2.099460 0.401964
-2.118628 0.376086
-2.136312 0.349975
-2.152499 0.323672
-2.167176 0.297218
-2.180331 0.270655
-2.191953 0.244025
-2.202031 0.217371
-2.210557 0.190735
-2.217523 0.164161
-2.222920 0.137690
-2.226743 0.111365
-2.228987 0.085231
-2.229646 0.059329
-2.228718 0.033702
-2.226199 0.008393
-2.222088 -0.016555
-2.216383 -0.041100
-2.209084 -0.065201
-2.200193 -0.088817
-2.189709 -0.111905
-2.177636 -0.134427
-2.163976 -0.156341
-2.148732 -0.177610
-2.131909 -0.198194
-2.113511 -0.218056
-2.093544 -0.237160
-2.072012 -0.255469
-2.048923 -0.272949
-2.024284 -0.289567
-1.998100 -0.305290
-1.970381 -0.320087
-1.941133 -0.333929
-1.910366 -0.346787
-1.878087 -0.358636
-1.844306 -0.369451
-1.809031 -0.379208
-1.772272 -0.387888
-1.734038 -0.395471
-1.694338 -0.401940
-1.653183 -0.407282
-1.610582 -0.411486
-1.566545 -0.414541
-1.521082 -0.416442
-1.474203 -0.417185
-1.425920 -0.416770
-1.376242 -0.415201
-1.325182 -0.412484
-1.272750 -0.408630
-1.218959 -0.403651
-1.163821 -0.397567
-1.107350 -0.390400
-1.049561 -0.382175
-0.990468 -0.372924
-0.930089 -0.362684
-0.868442 -0.351493
-0.805548 -0.339397
-0.741430 -0.326448
-0.676112 -0.312700
-0.609623 -0.298214
-0.541995 -0.283056
-0.473263 -0.267296
-0.403467 -0.251012
-0.332652 -0.234284
-0.260868 -0.217197
-0.188171 -0.199841
-0.114623 -0.182312
-0.040295 -0.164706
0.034736 -0.147123
0.110384 -0.129668
0.186556 -0.112445
0.263148 -0.095558
0.340048 -0.079114
0.417132 -0.063216
0.494268 -0.047964
0.571314 -0.033457
0.648119 -0.019787
0.724521 -0.007040
0.800350 0.004708
0.875427 0.015386
0.949568 0.024937
1.022581 0.033314
1.094270 0.040485
1.164435 0.046431
1.232876 0.051146
1.299393 0.054643
1.363788 0.056948
1.425868 0.058103
1.485447 0.058167
1.542345 0.057214
1.596397 0.055331
1.647448 0.052618
1.695357 0.049187
1.740000 0.045161
1.781269 0.040671
1.819074 0.035852
1.853344 0.030845
1.884026 0.025795
1.911087 0.020842
1.934511 0.016128
1.954301 0.011790
1.970476 0.007957
1.983072 0.004754
1.992140 0.002295
1.997742 0.000684
1.999955 0.000014
1.998863 0.000368
1.994562 0.001815
1.987152 0.004412
1.976742 0.008205
1.963441 0.013227
1.963439 0.013228
