-4.500000 -4.500000 6.739867
-4.166667 -4.500000 6.409552
-3.833333 -4.500000 6.082572
-3.500000 -4.500000 5.759843
-3.166667 -4.500000 5.442371
-2.833333 -4.500000 5.131242
-2.500000 -4.500000 4.827590
-2.166667 -4.500000 4.532559
-1.833334 -4.500000 4.247251
-1.500000 -4.500000 3.972654
-1.166667 -4.500000 3.709582
-0.833333 -4.500000 3.458597
-0.500000 -4.500000 3.219959
-0.166667 -4.500000 2.993599
0.166667 -4.500000 2.779118
0.500000 -4.500000 2.575824
0.833333 -4.500000 2.382804
1.166667 -4.500000 2.199005
1.500000 -4.500000 2.023317
1.833333 -4.500000 1.854647
2.166667 -4.500000 1.691970
2.500000 -4.500000 1.534355
2.833333 -4.500000 1.380973
3.166667 -4.500000 1.231096
3.500000 -4.500000 1.084083
3.833333 -4.500000 0.939368
4.166667 -4.500000 0.796448
4.500000 -4.500000 0.654877
4.833333 -4.500000 0.514256
5.166667 -4.500000 0.374230
5.500000 -4.500000 0.234485
-4.500000 -4.166667 6.840647
-4.166667 -4.166667 6.502137
-3.833333 -4.166667 6.166731
-3.500000 -4.166667 5.835455
-3.166667 -4.166667 5.509466
-2.833333 -4.166667 5.190039
-2.500000 -4.166667 4.878537
-2.166667 -4.166667 4.576366
-1.833334 -4.166667 4.284908
-1.500000 -4.166667 4.005433
-1.166667 -4.166667 3.739002
-0.833333 -4.166667 3.486364
-0.500000 -4.166667 3.247873
-0.166667 -4.166667 3.023438
0.166667 -4.166667 2.812523
0.500000 -4.166667 2.614202
0.833333 -4.166667 2.427263
1.166667 -4.166667 2.250335
1.500000 -4.166667 2.082009
1.833333 -4.166667 1.920945
2.166667 -4.166667 1.765929
2.500000 -4.166667 1.615900
2.833333 -4.166667 1.469949
3.166667 -4.166667 1.327301
3.500000 -4.166667 1.187286
3.833333 -4.166667 1.049323
4.166667 -4.166667 0.912900
4.500000 -4.166667 0.777562
4.833333 -4.166667 0.642904
5.166667 -4.166667 0.508565
5.500000 -4.166667 0.374231
-4.500000 -3.833333 6.939237
-4.166667 -3.833333 6.591641
-3.833333 -3.833333 6.246781
-3.500000 -3.833333 5.905800
-3.166667 -3.833333 5.570014
-2.833333 -3.833333 5.240919
-2.500000 -3.833333 4.920149
-2.166667 -3.833333 4.609442
-1.833334 -3.833333 4.310546
-1.500000 -3.833333 4.025115
-1.166667 -3.833333 3.754562
-0.833333 -3.833333 3.499908
-0.500000 -3.833333 3.261655
-0.166667 -3.833333 3.039691
0.166667 -3.833333 2.833285
0.500000 -3.833333 2.641171
0.833333 -3.833333 2.461707
1.166667 -3.833333 2.293073
1.500000 -3.833333 2.133463
1.833333 -3.833333 1.981222
2.166667 -3.833333 1.834925
2.500000 -3.833333 1.693388
2.833333 -3.833333 1.555641
3.166667 -3.833333 1.420886
3.500000 -3.833333 1.288448
3.833333 -3.833333 1.157749
4.166667 -3.833333 1.028276
4.500000 -3.833333 0.899574
4.833333 -3.833333 0.771237
5.166667 -3.833333 0.642904
5.500000 -3.833333 0.514256
-4.500000 -3.500000 7.036085
-4.166667 -3.500000 6.678437
-3.833333 -3.500000 6.322985
-3.500000 -3.500000 5.970977
-3.166667 -3.500000 5.623900
-2.833333 -3.500000 5.283487
-2.500000 -3.500000 4.951702
-2.166667 -3.500000 4.630690
-1.833334 -3.500000 4.322682
-1.500000 -3.500000 4.029856
-1.166667 -3.500000 3.754132
-0.833333 -3.500000 3.496949
-0.500000 -3.500000 3.259043
-0.166667 -3.500000 3.040294
0.166667 -3.500000 2.839691
0.500000 -3.500000 2.655462
0.833333 -3.500000 2.485325
1.166667 -3.500000 2.326816
1.500000 -3.500000 2.177586
1.833333 -3.500000 2.035595
2.166667 -3.500000 1.899197
2.500000 -3.500000 1.767114
2.833333 -3.500000 1.638363
3.166667 -3.500000 1.512167
3.500000 -3.500000 1.387884
3.833333 -3.500000 1.264957
4.166667 -3.500000 1.142889
4.500000 -3.500000 1.021230
4.833333 -3.500000 0.899574
5.166667 -3.500000 0.777562
5.500000 -3.500000 0.654877
-4.500000 -3.166667 7.131798
-4.166667 -3.166667 6.763075
-3.833333 -3.166667 6.395785
-3.500000 -3.166667 6.031265
-3.166667 -3.166667 5.671161
-2.833333 -3.166667 5.317461
-2.500000 -3.166667 4.972499
-2.166667 -3.166667 4.638924
-1.833334 -3.166667 4.319596
-1.500000 -3.166667 4.017414
-1.166667 -3.166667 3.735042
-0.833333 -3.166667 3.474566
-0.500000 -3.166667 3.237123
-0.166667 -3.166667 3.022618
0.166667 -3.166667 2.829637
0.500000 -3.166667 2.655629
0.833333 -3.166667 2.497336
1.166667 -3.166667 2.351338
1.500000 -3.166667 2.214537
1.833333 -3.166667 2.084439
2.166667 -3.166667 1.959203
2.500000 -3.166667 1.837543
2.833333 -3.166667 1.718552
3.166667 -3.166667 1.601550
3.500000 -3.166667 1.485973
3.833333 -3.166667 1.371314
4.166667 -3.166667 1.257100
4.500000 -3.166667 1.142889
4.833333 -3.166667 1.028276
5.166667 -3.166667 0.912900
5.500000 -3.166667 0.796448
-4.500000 -2.833333 7.227179
-4.166667 -2.833333 6.846324
-3.833333 -2.833333 6.465868
-3.500000 -2.833333 6.087193
-3.166667 -2.833333 5.712075
-2.833333 -2.833333 5.342748
-2.500000 -2.833333 4.981950
-2.166667 -2.833333 4.632920
-1.833334 -2.833333 4.299326
-1.500000 -2.833333 3.985064
-1.166667 -2.833333 3.693898
-0.833333 -2.833333 3.428940
-0.500000 -2.833333 3.192035
-0.166667 -2.833333 2.983220
0.166667 -2.833333 2.800490
0.500000 -2.833333 2.640059
0.833333 -2.833333 2.497111
1.166667 -2.833333 2.366768
1.500000 -2.833333 2.244902
1.833333 -2.833333 2.128514
2.166667 -2.833333 2.015697
2.500000 -2.833333 1.905338
2.833333 -2.833333 1.796769
3.166667 -2.833333 1.689516
3.500000 -2.833333 1.583149
3.833333 -2.833333 1.477231
4.166667 -2.833333 1.371314
4.500000 -2.833333 1.264957
4.833333 -2.833333 1.157749
5.166667 -2.833333 1.049323
5.500000 -2.833333 0.939367
-4.500000 -2.500000 7.323261
-4.166667 -2.500000 6.929231
-3.833333 -2.500000 6.534237
-3.500000 -2.500000 6.139641
-3.166667 -2.500000 5.747283
-2.833333 -2.500000 5.359594
-2.500000 -2.500000 4.979706
-2.166667 -2.500000 4.611522
-1.833334 -2.500000 4.259708
-1.500000 -2.500000 3.929513
-1.166667 -2.500000 3.626333
-0.833333 -2.500000 3.354950
-0.500000 -2.500000 3.118503
-0.166667 -2.500000 2.917428
0.166667 -2.500000 2.748864
0.500000 -2.500000 2.606999
0.833333 -2.500000 2.484417
1.166667 -2.500000 2.373926
1.500000 -2.500000 2.269975
1.833333 -2.500000 2.169149
2.166667 -2.500000 2.069808
2.500000 -2.500000 1.971371
2.833333 -2.500000 1.873676
3.166667 -2.500000 1.776592
