-2.911765 -2.906368 -2.900531 -2.894218 -2.887388 -2.880001 -2.872014 -2.863389 -2.854086 -2.844076 -2.833334 -2.821853 -2.809645 -2.796749 -2.783238 -2.769232 -2.754903 -2.740485 -2.726278 -2.712645 -2.700001 -2.688797 -2.679488 -2.672490 -2.668142 -2.666667 -2.668142 -2.672490 -2.679488 -2.688797 -2.700001 -2.712644 -2.726278 -2.740485 -2.754903 -2.769232 -2.783238 -2.796749 -2.809645 -2.821853 -2.833334 -2.844075 -2.854086 -2.863389 -2.872014 -2.880001 -2.887388 -2.894218 -2.900531 -2.906368 
-2.714739 -2.709327 -2.703449 -2.697059 -2.690111 -2.682551 -2.674327 -2.665385 -2.655671 -2.645133 -2.633730 -2.621429 -2.608220 -2.594118 -2.579180 -2.563514 -2.547293 -2.530770 -2.514287 -2.498277 -2.483259 -2.469812 -2.458537 -2.450001 -2.444671 -2.442858 -2.444671 -2.450001 -2.458537 -2.469812 -2.483259 -2.498276 -2.514287 -2.530770 -2.547293 -2.563514 -2.579180 -2.594118 -2.608220 -2.621429 -2.633730 -2.645133 -2.655671 -2.665385 -2.674327 -2.682551 -2.690110 -2.697059 -2.703449 -2.709327 
-2.518137 -2.512752 -2.506877 -2.500460 -2.493443 -2.485765 -2.477359 -2.468155 -2.458079 -2.447059 -2.435026 -2.421918 -2.407693 -2.392333 -2.375863 -2.358365 -2.340001 -2.321031 -2.301836 -2.282928 -2.264949 -2.248649 -2.234832 -2.224278 -2.217648 -2.215385 -2.217648 -2.224278 -2.234832 -2.248649 -2.264949 -2.282928 -2.301836 -2.321031 -2.340001 -2.358365 -2.375863 -2.392333 -2.407693 -2.421918 -2.435026 -2.447059 -2.458079 -2.468155 -2.477359 -2.485765 -2.493443 -2.500460 -2.506877 -2.512752 
-2.321977 -2.316667 -2.310848 -2.304459 -2.297436 -2.289706 -2.281189 -2.271796 -2.261432 -2.250001 -2.237399 -2.223530 -2.208307 -2.191667 -2.173585 -2.154099 -2.133334 -2.111539 -2.089120 -2.066667 -2.044971 -2.025001 -2.007844 -1.994595 -1.986208 -1.983334 -1.986208 -1.994595 -2.007844 -2.025001 -2.044971 -2.066667 -2.089120 -2.111539 -2.133334 -2.154099 -2.173585 -2.191667 -2.208307 -2.223530 -2.237399 -2.250000 -2.261432 -2.271796 -2.281189 -2.289706 -2.297436 -2.304459 -2.310848 -2.316667 
-2.126274 -2.121091 -2.115385 -2.109092 -2.102136 -2.094434 -2.085893 -2.076405 -2.065854 -2.054112 -2.041041 -2.026499 -2.010345 -1.992453 -1.972728 -1.951132 -1.927723 -1.902703 -1.876471 -1.849682 -1.823288 -1.798541 -1.776924 -1.760001 -1.749181 -1.745455 -1.749181 -1.760001 -1.776924 -1.798541 -1.823288 -1.849682 -1.876471 -1.902703 -1.927723 -1.951132 -1.972728 -1.992453 -2.010345 -2.026499 -2.041041 -2.054112 -2.065854 -2.076405 -2.085893 -2.094434 -2.102136 -2.109092 -2.115385 -2.121091 
-1.931035 -1.926036 -1.920509 -1.914384 -1.907579 -1.900000 -1.891541 -1.882076 -1.871466 -1.859551 -1.846154 -1.831082 -1.814127 -1.795082 -1.773756 -1.750000 -1.723758 -1.695122 -1.664430 -1.632354 -1.600001 -1.568966 -1.541285 -1.519231 -1.504951 -1.500001 -1.504951 -1.519231 -1.541285 -1.568966 -1.600001 -1.632353 -1.664430 -1.695122 -1.723757 -1.750000 -1.773756 -1.795082 -1.814127 -1.831082 -1.846154 -1.859551 -1.871466 -1.882076 -1.891541 -1.900000 -1.907579 -1.914384 -1.920509 -1.926036 
-1.736261 -1.731507 -1.726230 -1.720354 -1.713794 -1.706445 -1.698190 -1.688889 -1.678379 -1.666469 -1.652942 -1.637546 -1.620000 -1.600001 -1.577228 -1.551382 -1.522223 -1.489656 -1.453847 -1.415385 -1.375472 -1.336083 -1.300001 -1.270589 -1.251220 -1.244445 -1.251220 -1.270589 -1.300000 -1.336083 -1.375472 -1.415385 -1.453847 -1.489656 -1.522223 -1.551382 -1.577228 -1.600000 -1.620000 -1.637546 -1.652942 -1.666469 -1.678379 -1.688889 -1.698190 -1.706445 -1.713794 -1.720354 -1.726230 -1.731507 
-1.541945 -1.537500 -1.532547 -1.527008 -1.520792 -1.513793 -1.505883 -1.496908 -1.486686 -1.475000 -1.461592 -1.446154 -1.428327 -1.407693 -1.383784 -1.356098 -1.324138 -1.287501 -1.246018 -1.200001 -1.150562 -1.100001 -1.052055 -1.011765 -0.984616 -0.975001 -0.984616 -1.011765 -1.052055 -1.100000 -1.150562 -1.200000 -1.246018 -1.287500 -1.324138 -1.356098 -1.383784 -1.407693 -1.428326 -1.446154 -1.461592 -1.475000 -1.486686 -1.496908 -1.505883 -1.513793 -1.520792 -1.527008 -1.532547 -1.537500 
-1.348072 -1.344000 -1.339447 -1.334334 -1.328572 -1.322049 -1.314634 -1.306167 -1.296450 -1.285246 -1.272263 -1.257143 -1.239450 -1.218653 -1.194118 -1.165101 -1.130770 -1.090266 -1.042858 -0.988236 -0.927027 -0.861539 -0.796552 -0.739623 -0.700001 -0.685715 -0.700000 -0.739623 -0.796552 -0.861539 -0.927027 -0.988236 -1.042857 -1.090266 -1.130769 -1.165101 -1.194118 -1.218653 -1.239450 -1.257143 -1.272263 -1.285246 -1.296450 -1.306167 -1.314634 -1.322049 -1.328572 -1.334334 -1.339447 -1.344000 
-1.154614 -1.150981 -1.146903 -1.142308 -1.137107 -1.131193 -1.124434 -1.116667 -1.107693 -1.097261 -1.085058 -1.070690 -1.053659 -1.033334 -1.008918 -0.979412 -0.943590 -0.900000 -0.847059 -0.783334 -0.708197 -0.623077 -0.533334 -0.450001 -0.389190 -0.366667 -0.389190 -0.450000 -0.533334 -0.623077 -0.708197 -0.783334 -0.847059 -0.900000 -0.943590 -0.979412 -1.008917 -1.033334 -1.053659 -1.070690 -1.085058 -1.097261 -1.107693 -1.116667 -1.124434 -1.131193 -1.137107 -1.142308 -1.146903 -1.150981 
-0.961539 -0.958403 -0.954874 -0.950884 -0.946352 -0.941177 -0.935233 -0.928367 -0.920382 -0.911032 -0.900000 -0.886878 -0.871134 -0.852071 -0.828767 -0.800000 -0.764151 -0.719101 -0.662162 -0.590164 -0.500000 -0.390244 -0.264706 -0.137932 -0.038462 -0.000000 -0.038462 -0.137931 -0.264706 -0.390244 -0.500000 -0.590164 -0.662162 -0.719101 -0.764151 -0.800000 -0.828767 -0.852071 -0.871134 -0.886878 -0.900000 -0.911032 -0.920382 -0.928367 -0.935233 -0.941177 -0.946352 -0.950884 -0.954874 -0.958403 
-0.768799 -0.766216 -0.763303 -0.760000 -0.756237 -0.751923 -0.746950 -0.741177 -0.734426 -0.726471 -0.717013 -0.705661 -0.691892 -0.675000 -0.654015 -0.627586 -0.593815 -0.550000 -0.492308 -0.415385 -0.312195 -0.175000 -0.000001 0.199999 0.376470 0.449999 0.376470 0.200000 -0.000000 -0.175000 -0.312195 -0.415385 -0.492308 -0.550000 -0.593815 -0.627586 -0.654015 -0.675000 -0.691892 -0.705661 -0.717013 -0.726471 -0.734426 -0.741177 -0.746950 -0.751923 -0.756237 -0.760000 -0.763303 -0.766216 
-0.576341 -0.574359 -0.572119 -0.569574 -0.566667 -0.563325 -0.559460 -0.554955 -0.549665 -0.543396 -0.535898 -0.526830 -0.515731 -0.501961 -0.484616 -0.462386 -0.433334 -0.394521 -0.341380 -0.266667 -0.158824 -0.000000 0.233333 0.553845 0.899999 -nan -nan -nan 0.233333 0.000000 -0.158824 -0.266667 -0.341379 -0.394521 -0.433334 -0.462386 -0.484616 -0.501961 -0.515731 -0.526829 -0.535898 -0.543396 -0.549665 -0.554955 -0.559460 -0.563325 -0.566667 -0.569574 -0.572119 -0.574359 
-0.384102 -0.382759 -0.381239 -0.379508 -0.377528 -0.375248 -0.372603 -0.369512 -0.365871 -0.361539 -0.356332 -0.350000 -0.342197 -0.332433 -0.320000 -0.303846 -0.282353 -0.252941 -0.211321 -0.150000 -0.055173 0.100000 0.369230 -nan -nan -nan -nan -nan -nan -nan -0.055172 -0.150000 -0.211321 -0.252941 -0.282353 -0.303846 -0.320000 -0.332433 -0.342197 -0.350000 -0.356332 -0.361539 -0.365871 -0.369512 -0.372603 -0.375248 -0.377528 -0.379508 -0.381239 -0.382759 
-0.192013 -0.191335 -0.190566 -0.189691 -0.188688 -0.187531 -0.186188 -0.184616 -0.182759 -0.180545 -0.177876 -0.174620 -0.170588 -0.165517 -0.159017 -0.150495 -0.139025 -0.123077 -0.100000 -0.064865 -0.007692 0.094118 -nan -nan -nan -nan -nan -nan -nan -nan -nan -0.064865 -0.100000 -0.123077 -0.139025 -0.150495 -0.159017 -0.165517 -0.170588 -0.174620 -0.177876 -0.180545 -0.182759 -0.184616 -0.186188 -0.187531 -0.188688 -0.189691 -0.190566 -0.191335 
-0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 0.000000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
0.192013 0.191334 0.190566 0.189690 0.188688 0.187531 0.186188 0.184615 0.182758 0.180545 0.177876 0.174619 0.170588 0.165517 0.159016 0.150495 0.139024 0.123077 0.100000 0.064865 0.007692 -0.094117 -nan -nan -nan -nan -nan -nan -nan -nan -nan 0.064865 0.100000 0.123077 0.139024 0.150495 0.159016 0.165517 0.170588 0.174619 0.177876 0.180545 0.182758 0.184615 0.186188 0.187531 0.188688 0.189690 0.190566 0.191334 
0.384102 0.382758 0.381238 0.379508 0.377528 0.375247 0.372603 0.369512 0.365870 0.361538 0.356332 0.350000 0.342196 0.332432 0.320000 0.303846 0.282353 0.252941 0.211321 0.150000 0.055172 -0.100000 -nan -nan -nan -nan -nan -nan -nan -nan -nan 0.150000 0.211321 0.252941 0.282353 0.303846 0.320000 0.332432 0.342196 0.350000 0.356332 0.361538 0.365870 0.369512 0.372602 0.375247 0.377528 0.379508 0.381238 0.382758 
0.576340 0.574359 0.572119 0.569574 0.566666 0.563325 0.559459 0.554955 0.549664 0.543396 0.535897 0.526829 0.515730 0.501961 0.484615 0.462385 0.433333 0.394520 0.341379 0.266667 0.158824 0.000000 -nan -nan -nan -nan -nan -nan -nan -nan -nan 0.266666 0.341379 0.394520 0.433333 0.462385 0.484615 0.501961 0.515730 0.526829 0.535897 0.543396 0.549664 0.554955 0.559459 0.563325 0.566666 0.569574 0.572119 0.574359 
0.768798 0.766216 0.763303 0.760000 0.756236 0.751923 0.746949 0.741176 0.734426 0.726470 0.717012 0.705660 0.691892 0.675000 0.654014 0.627586 0.593814 0.550000 0.492308 0.415385 0.312195 0.175000 -nan -nan -nan -nan -nan -nan -nan -nan -nan 0.415384 0.492307 0.550000 0.593814 0.627586 0.654014 0.675000 0.691892 0.705660 0.717012 0.726470 0.734426 0.741176 0.746949 0.751923 0.756236 0.760000 0.763302 0.766216 
0.961538 0.958402 0.954873 0.950884 0.946352 0.941176 0.935233 0.928367 0.920382 0.911032 0.900000 0.886878 0.871134 0.852071 0.828767 0.800000 0.764151 0.719101 0.662162 0.590164 0.500000 0.390244 0.264706 -nan -nan -nan -nan -nan -nan -nan 0.500000 0.590164 0.662162 0.719101 0.764151 0.800000 0.828767 0.852071 0.871134 0.886878 0.900000 0.911032 0.920382 0.928366 0.935233 0.941176 0.946352 0.950884 0.954873 0.958402 
1.154614 1.150980 1.146902 1.142307 1.137107 1.131192 1.124433 1.116666 1.107692 1.097260 1.085057 1.070689 1.053658 1.033333 1.008917 0.979412 0.943590 0.900000 0.847059 0.783333 0.708196 0.623077 0.533333 0.450000 0.389189 -nan -nan -nan 0.533333 0.623076 0.708196 0.783333 0.847058 0.900000 0.943589 0.979411 1.008917 1.033333 1.053658 1.070689 1.085057 1.097260 1.107692 1.116666 1.124433 1.131192 1.137107 1.142307 1.146902 1.150980 
1.348071 1.344000 1.339446 1.334334 1.328571 1.322049 1.314634 1.306166 1.296450 1.285246 1.272263 1.257143 1.239449 1.218653 1.194117 1.165100 1.130769 1.090265 1.042857 0.988235 0.927027 0.861538 0.796551 0.739622 0.700000 0.685714 0.700000 0.739622 0.796551 0.861538 0.927027 0.988235 1.042857 1.090265 1.130769 1.165100 1.194117 1.218653 1.239449 1.257143 1.272263 1.285246 1.296449 1.306166 1.314634 1.322049 1.328571 1.334334 1.339446 1.344000 
1.541945 1.537500 1.532546 1.527007 1.520792 1.513793 1.505882 1.496907 1.486685 1.475000 1.461592 1.446154 1.428326 1.407692 1.383784 1.356097 1.324138 1.287500 1.246018 1.200000 1.150562 1.100000 1.052055 1.011765 0.984615 0.975000 0.984615 1.011764 1.052054 1.100000 1.150561 1.200000 1.246017 1.287500 1.324138 1.356097 1.383784 1.407692 1.428326 1.446154 1.461591 1.475000 1.486685 1.496907 1.505882 1.513793 1.520792 1.527007 1.532546 1.537500 
1.736260 1.731507 1.726229 1.720354 1.713793 1.706445 1.698190 1.688889 1.678378 1.666469 1.652941 1.637545 1.620000 1.600000 1.577228 1.551381 1.522222 1.489655 1.453846 1.415385 1.375472 1.336082 1.300000 1.270588 1.251219 1.244444 1.251219 1.270588 1.300000 1.336082 1.375471 1.415384 1.453846 1.489655 1.522222 1.551381 1.577228 1.600000 1.620000 1.637545 1.652941 1.666469 1.678378 1.688889 1.698190 1.706445 1.713793 1.720354 1.726229 1.731507 
1.931034 1.926035 1.920509 1.914383 1.907578 1.900000 1.891540 1.882075 1.871465 1.859550 1.846154 1.831081 1.814126 1.795082 1.773756 1.750000 1.723757 1.695122 1.664429 1.632353 1.600000 1.568965 1.541284 1.519231 1.504950 1.500000 1.504950 1.519231 1.541284 1.568965 1.600000 1.632353 1.664429 1.695122 1.723757 1.750000 1.773756 1.795082 1.814126 1.831081 1.846154 1.859550 1.871465 1.882075 1.891540 1.900000 1.907578 1.914383 1.920509 1.926035 
2.126273 2.121090 2.115384 2.109091 2.102135 2.094434 2.085892 2.076404 2.065854 2.054111 2.041040 2.026498 2.010345 1.992453 1.972727 1.951131 1.927723 1.902703 1.876470 1.849681 1.823287 1.798540 1.776923 1.760000 1.749180 1.745454 1.749180 1.760000 1.776923 1.798540 1.823287 1.849681 1.876470 1.902702 1.927723 1.951131 1.972727 1.992453 2.010345 2.026498 2.041040 2.054111 2.065854 2.076404 2.085892 2.094434 2.102135 2.109091 2.115384 2.121090 
2.321976 2.316667 2.310847 2.304458 2.297436 2.289706 2.281188 2.271795 2.261432 2.250000 2.237398 2.223529 2.208307 2.191667 2.173585 2.154098 2.133333 2.111538 2.089119 2.066667 2.044970 2.025000 2.007843 1.994594 1.986207 1.983333 1.986207 1.994594 2.007843 2.025000 2.044970 2.066666 2.089119 2.111538 2.133333 2.154098 2.173585 2.191667 2.208307 2.223529 2.237398 2.250000 2.261432 2.271795 2.281188 2.289706 2.297436 2.304458 2.310847 2.316667 
2.518136 2.512752 2.506877 2.500459 2.493443 2.485765 2.477358 2.468154 2.458079 2.447059 2.435025 2.421918 2.407692 2.392332 2.375862 2.358364 2.340000 2.321030 2.301835 2.282927 2.264948 2.248649 2.234831 2.224277 2.217647 2.215384 2.217647 2.224277 2.234831 2.248648 2.264948 2.282927 2.301835 2.321030 2.340000 2.358364 2.375862 2.392332 2.407692 2.421918 2.435025 2.447059 2.458079 2.468154 2.477358 2.485765 2.493443 2.500459 2.506877 2.512752 
2.714738 2.709326 2.703448 2.697059 2.690110 2.682550 2.674327 2.665385 2.655670 2.645133 2.633729 2.621428 2.608219 2.594118 2.579180 2.563514 2.547292 2.530769 2.514286 2.498276 2.483258 2.469811 2.458537 2.450000 2.444670 2.442857 2.444670 2.450000 2.458537 2.469811 2.483258 2.498276 2.514286 2.530769 2.547292 2.563514 2.579180 2.594118 2.608219 2.621428 2.633729 2.645133 2.655670 2.665385 2.674327 2.682550 2.690110 2.697059 2.703448 2.709326 
2.911765 2.906367 2.900531 2.894217 2.887388 2.880000 2.872014 2.863388 2.854086 2.844075 2.833333 2.821853 2.809645 2.796748 2.783237 2.769231 2.754902 2.740484 2.726277 2.712644 2.700000 2.688797 2.679487 2.672489 2.668142 2.666667 2.668142 2.672489 2.679487 2.688797 2.700000 2.712644 2.726277 2.740484 2.754902 2.769231 2.783237 2.796748 2.809645 2.821853 2.833333 2.844075 2.854086 2.863388 2.872014 2.880000 2.887387 2.894217 2.900531 2.906367 
3.109194 3.103846 3.098089 3.091892 3.085222 3.078049 3.070340 3.062069 3.053211 3.043750 3.033680 3.023009 3.011765 3.000000 2.987798 2.975281 2.962611 2.950000 2.937705 2.926028 2.915303 2.905882 2.898113 2.892308 2.888716 2.887500 2.888716 2.892308 2.898113 2.905882 2.915303 2.926028 2.937705 2.950000 2.962611 2.975281 2.987798 3.000000 3.011765 3.023009 3.033680 3.043750 3.053211 3.062069 3.070340 3.078049 3.085222 3.091892 3.098089 3.103846 
3.307002 3.301734 3.296088 3.290039 3.283562 3.276633 3.269231 3.261338 3.252941 3.244037 3.234631 3.224742 3.214411 3.203695 3.192683 3.181491 3.170270 3.159207 3.148521 3.138462 3.129299 3.121312 3.114765 3.109898 3.106897 3.105882 3.106897 3.109898 3.114765 3.121312 3.129299 3.138462 3.148521 3.159207 3.170270 3.181491 3.192683 3.203695 3.214411 3.224742 3.234630 3.244037 3.252941 3.261338 3.269231 3.276633 3.283562 3.290039 3.296088 3.301734 
3.505163 3.500000 3.494490 3.488614 3.482353 3.475691 3.468613 3.461111 3.453181 3.444828 3.436066 3.426923 3.417444 3.407692 3.397753 3.387736 3.377778 3.368042 3.358713 3.350000 3.342120 3.335294 3.329730 3.325610 3.323077 3.322222 3.323077 3.325610 3.329730 3.335294 3.342120 3.350000 3.358713 3.368041 3.377778 3.387736 3.397753 3.407692 3.417444 3.426923 3.436066 3.444828 3.453181 3.461111 3.468613 3.475691 3.482353 3.488614 3.494490 3.500000 
3.703651 3.698613 3.693259 3.687574 3.681546 3.675164 3.668421 3.661314 3.653846 3.646029 3.637884 3.629444 3.620755 3.611881 3.602905 3.593926 3.585068 3.576471 3.568293 3.560705 3.553886 3.548011 3.543243 3.539726 3.537569 3.536842 3.537569 3.539726 3.543243 3.548011 3.553886 3.560705 3.568293 3.576471 3.585068 3.593926 3.602905 3.611881 3.620755 3.629444 3.637884 3.646029 3.653846 3.661314 3.668421 3.675164 3.681546 3.687574 3.693259 3.698613 
3.902439 3.897541 3.892357 3.886878 3.881094 3.875000 3.868594 3.861878 3.854862 3.847561 3.840000 3.832215 3.824253 3.816176 3.808061 3.800000 3.792100 3.784483 3.777283 3.770642 3.764706 3.759615 3.755501 3.752475 3.750623 3.750000 3.750623 3.752475 3.755501 3.759615 3.764706 3.770642 3.777283 3.784483 3.792100 3.800000 3.808061 3.816176 3.824253 3.832215 3.840000 3.847561 3.854862 3.861878 3.868594 3.875000 3.881094 3.886878 3.892357 3.897541 
4.101501 4.096755 4.091753 4.086486 4.080952 4.075149 4.069077 4.062745 4.056164 4.049354 4.042342 4.035165 4.027869 4.020513 4.013167 4.005915 3.998850 3.992079 3.985714 3.979874 3.974678 3.970241 3.966666 3.964045 3.962443 3.961905 3.962443 3.964045 3.966666 3.970241 3.974678 3.979874 3.985714 3.992079 3.998850 4.005915 4.013167 4.020513 4.027869 4.035165 4.042342 4.049354 4.056164 4.062745 4.069077 4.075149 4.080952 4.086486 4.091753 4.096755 
4.300811 4.296226 4.291411 4.286363 4.281081 4.275565 4.269822 4.263861 4.257697 4.251351 4.244852 4.238235 4.231546 4.224840 4.218182 4.211644 4.205309 4.199270 4.193621 4.188461 4.183889 4.180000 4.176876 4.174590 4.173195 4.172727 4.173195 4.174590 4.176876 4.180000 4.183889 4.188461 4.193621 4.199270 4.205309 4.211643 4.218182 4.224840 4.231546 4.238235 4.244852 4.251351 4.257697 4.263861 4.269822 4.275565 4.281081 4.286363 4.291411 4.296226 
4.500346 4.495927 4.491304 4.486475 4.481443 4.476211 4.470786 4.465181 4.459413 4.453503 4.447480 4.441379 4.435243 4.429123 4.423076 4.417170 4.411475 4.406070 4.401038 4.396460 4.392418 4.388990 4.386245 4.384240 4.383018 4.382608 4.383018 4.384240 4.386245 4.388990 4.392418 4.396460 4.401038 4.406070 4.411475 4.417170 4.423076 4.429123 4.435243 4.441379 4.447480 4.453503 4.459413 4.465181 4.470786 4.476211 4.481443 4.486475 4.491304 4.495927 
4.700082 4.695833 4.691402 4.686792 4.682005 4.677048 4.671931 4.666666 4.661271 4.655768 4.650187 4.644559 4.638926 4.633333 4.627833 4.622484 4.617351 4.612499 4.607999 4.603921 4.600332 4.597297 4.594871 4.593102 4.592027 4.591666 4.592027 4.593102 4.594871 4.597297 4.600332 4.603921 4.607999 4.612499 4.617351 4.622484 4.627833 4.633333 4.638926 4.644559 4.650187 4.655768 4.661271 4.666666 4.671931 4.677048 4.682005 4.686792 4.691402 4.695833 
