-4.000955 -4.008573 -4.016031 -4.023313 -4.030400 -4.037276 -4.043921 -4.050319 -4.056452 -4.062303 -4.067857 -4.073100 -4.078019 -4.082604 -4.086845 -4.090737 -4.094276 -4.097460 -4.100290 -4.102768 -4.104899 -4.106688 -4.108141 -4.109264 -4.110061 -4.110538 -4.110697 -4.110538 -4.110061 -4.109264 -4.108141 -4.106688 -4.104899 -4.102768 -4.100290 -4.097460 -4.094276 -4.090737 -4.086845 -4.082604 -4.078019 -4.073100 -4.067857 -4.062303 -4.056452 -4.050319 -4.043921 -4.037276 -4.030401 -4.023313 
-3.812494 -3.820413 -3.828173 -3.835753 -3.843136 -3.850301 -3.857228 -3.863899 -3.870293 -3.876392 -3.882179 -3.887637 -3.892754 -3.897516 -3.901915 -3.905943 -3.909598 -3.912877 -3.915784 -3.918322 -3.920498 -3.922319 -3.923794 -3.924930 -3.925736 -3.926217 -3.926377 -3.926217 -3.925736 -3.924930 -3.923794 -3.922319 -3.920498 -3.918322 -3.915784 -3.912877 -3.909598 -3.905943 -3.901915 -3.897516 -3.892754 -3.887637 -3.882179 -3.876392 -3.870293 -3.863899 -3.857228 -3.850301 -3.843136 -3.835753 
-3.624174 -3.632413 -3.640493 -3.648391 -3.656089 -3.663563 -3.670792 -3.677754 -3.684428 -3.690793 -3.696829 -3.702517 -3.707843 -3.712792 -3.717355 -3.721523 -3.725294 -3.728668 -3.731647 -3.734238 -3.736451 -3.738296 -3.739784 -3.740928 -3.741736 -3.742218 -3.742378 -3.742218 -3.741736 -3.740928 -3.739784 -3.738296 -3.736451 -3.734239 -3.731647 -3.728668 -3.725294 -3.721523 -3.717355 -3.712792 -3.707843 -3.702517 -3.696829 -3.690793 -3.684428 -3.677755 -3.670792 -3.663563 -3.656089 -3.648391 
-3.435995 -3.444573 -3.452993 -3.461231 -3.469265 -3.477070 -3.484623 -3.491899 -3.498874 -3.505523 -3.511826 -3.517761 -3.523309 -3.528456 -3.533189 -3.537502 -3.541389 -3.544853 -3.547898 -3.550534 -3.552773 -3.554629 -3.556120 -3.557259 -3.558062 -3.558539 -3.558697 -3.558539 -3.558062 -3.557259 -3.556120 -3.554629 -3.552773 -3.550534 -3.547898 -3.544853 -3.541389 -3.537502 -3.533189 -3.528456 -3.523309 -3.517761 -3.511826 -3.505524 -3.498874 -3.491899 -3.484623 -3.477070 -3.469265 -3.461231 
-3.247954 -3.256892 -3.265674 -3.274275 -3.282669 -3.290830 -3.298731 -3.306345 -3.313644 -3.320602 -3.327192 -3.333391 -3.339177 -3.344534 -3.349446 -3.353906 -3.357909 -3.361457 -3.364559 -3.367226 -3.369476 -3.371329 -3.372805 -3.373927 -3.374713 -3.375178 -3.375332 -3.375178 -3.374713 -3.373927 -3.372805 -3.371329 -3.369476 -3.367226 -3.364559 -3.361457 -3.357909 -3.353906 -3.349446 -3.344534 -3.339177 -3.333391 -3.327192 -3.320602 -3.313644 -3.306345 -3.298731 -3.290830 -3.282669 -3.274275 
-3.060046 -3.069368 -3.078536 -3.087525 -3.096305 -3.104849 -3.113126 -3.121106 -3.128756 -3.136047 -3.142949 -3.149434 -3.155476 -3.161056 -3.166156 -3.170767 -3.174884 -3.178510 -3.181655 -3.184337 -3.186578 -3.188404 -3.189846 -3.190930 -3.191684 -3.192127 -3.192274 -3.192127 -3.191684 -3.190930 -3.189846 -3.188404 -3.186578 -3.184337 -3.181655 -3.178510 -3.174884 -3.170767 -3.166156 -3.161056 -3.155476 -3.149434 -3.142949 -3.136047 -3.128756 -3.121106 -3.113126 -3.104849 -3.096305 -3.087525 
-2.872268 -2.881998 -2.891578 -2.900982 -2.910178 -2.919135 -2.927819 -2.936195 -2.944228 -2.951882 -2.959124 -2.965919 -2.972239 -2.978058 -2.983357 -2.988123 -2.992350 -2.996043 -2.999216 -3.001889 -3.004094 -3.005865 -3.007242 -3.008263 -3.008964 -3.009372 -3.009506 -3.009372 -3.008964 -3.008263 -3.007242 -3.005865 -3.004094 -3.001889 -2.999216 -2.996043 -2.992350 -2.988123 -2.983357 -2.978058 -2.972239 -2.965919 -2.959124 -2.951882 -2.944228 -2.936195 -2.927819 -2.919135 -2.910178 -2.900982 
-2.684612 -2.694775 -2.704797 -2.714646 -2.724290 -2.733694 -2.742819 -2.751628 -2.760078 -2.768131 -2.775744 -2.782881 -2.789504 -2.795583 -2.801093 -2.806018 -2.810352 -2.814099 -2.817276 -2.819911 -2.822043 -2.823720 -2.824993 -2.825915 -2.826534 -2.826889 -2.827005 -2.826889 -2.826534 -2.825915 -2.824993 -2.823720 -2.822043 -2.819911 -2.817276 -2.814099 -2.810352 -2.806018 -2.801093 -2.795583 -2.789504 -2.782881 -2.775744 -2.768131 -2.760078 -2.751628 -2.742819 -2.733694 -2.724290 -2.714646 
-2.497069 -2.507694 -2.518187 -2.528515 -2.538643 -2.548530 -2.558137 -2.567418 -2.576327 -2.584818 -2.592843 -2.600356 -2.607313 -2.613677 -2.619415 -2.624507 -2.628943 -2.632728 -2.635881 -2.638438 -2.640450 -2.641979 -2.643095 -2.643869 -2.644367 -2.644643 -2.644731 -2.644643 -2.644367 -2.643869 -2.643095 -2.641979 -2.640450 -2.638438 -2.635881 -2.632728 -2.628943 -2.624507 -2.619415 -2.613677 -2.607313 -2.600356 -2.592843 -2.584818 -2.576327 -2.567418 -2.558137 -2.548530 -2.538643 -2.528516 
-2.309629 -2.320745 -2.331743 -2.342585 -2.353234 -2.363647 -2.373779 -2.383579 -2.392995 -2.401972 -2.410455 -2.418388 -2.425718 -2.432398 -2.438386 -2.443655 -2.448188 -2.451990 -2.455083 -2.457511 -2.459340 -2.460650 -2.461537 -2.462096 -2.462419 -2.462581 -2.462629 -2.462581 -2.462419 -2.462096 -2.461537 -2.460650 -2.459340 -2.457511 -2.455083 -2.451990 -2.448188 -2.443655 -2.438386 -2.432398 -2.425718 -2.418388 -2.410455 -2.401972 -2.392995 -2.383579 -2.373779 -2.363648 -2.353234 -2.342585 
-2.122276 -2.133915 -2.145452 -2.156847 -2.168061 -2.179046 -2.189752 -2.200123 -2.210101 -2.219620 -2.228616 -2.237023 -2.244775 -2.251811 -2.258079 -2.263540 -2.268168 -2.271965 -2.274954 -2.277188 -2.278750 -2.279747 -2.280305 -2.280557 -2.280629 -2.280626 -2.280617 -2.280626 -2.280629 -2.280557 -2.280305 -2.279747 -2.278750 -2.277188 -2.274954 -2.271965 -2.268168 -2.263540 -2.258079 -2.251811 -2.244775 -2.237023 -2.228616 -2.219620 -2.210101 -2.200124 -2.189752 -2.179046 -2.168061 -2.156847 
